name,site,L,a,b,R,G,B,size_mb
ATLMAR_2025-10-01_13-00-46_track_manual_89-414_20260625_152515,,62.376225,-43.78302,4.7178497,0.9493923611111111,171.17385416666667,142.27901041666667,22.918662
ATLMAR_2025-10-14_11-00-47_track_manual_2065-2344_20260625_152157,,55.57312,-33.821236,-6.5214386,0.4490972222222222,150.16663194444445,144.81831597222222,18.30386
ATLMAR_2025-10-14_11-00-47_track_manual_2616-2803_20260625_152325,,55.49776,-33.350136,-7.20578,0.45305555555555554,149.84019097222222,145.81635416666666,11.987687
ATLMAR_2025-10-15_13-00-47_track_manual_1590-1962_20260625_151449,,52.804688,-29.985695,-10.271683,0.4392013888888889,141.93479166666665,144.42517361111112,23.912788
ATLMAR_2025-10-15_13-00-47_track_manual_2217-2484_20260625_151805,,52.93921,-29.899895,-10.523857,0.42723958333333334,142.2759548611111,145.18020833333333,17.282186
ATLMAR_2025-10-18_11-00-47_track_manual_1112-1245_20260625_124701,Atlantic Mariculture,52.394836,-43.863922,15.377289,0.6951041666666666,144.03078125,98.40086805555555,14.150399
ATLMAR_2025-10-18_11-00-47_track_manual_140-896_20260625_121542,,53.361046,-45.433746,17.88176,1.3055555555555556,147.10342013888888,96.38451388888889,65.555229
CYM_Control_S_2026-04-27_17-00_dragonets00002700_track_manual_42-218_20260826_103116,Ramsey Sound Control,60.066223,-23.000626,-26.063904,0.7882465277777778,158.71397569444446,190.2723263888889,12.885677
CYM_Control_S_2026-04-27_17-00_dragonets00002700_track_manual_76-276_20260826_104440,,59.54018,-21.342255,-27.218666,12.385625,156.68067708333334,190.84368055555555,1.835052
CYM_Control_S_2026-04-27_17-00_dragonets00002700_track_manual_91-273_20260826_131210,Ramsey Sound Control,59.905342,-22.814201,-26.196075,0.7704166666666666,158.22526041666666,190.0715451388889,12.68217
CYM_Control_S_2026-04-27_17-00_dragonets00002700_track_manual_94-196_20260826_110828,Ramsey Sound Control,59.87963,-22.807655,-26.192757,0.76953125,158.15020833333332,189.99788194444446,12.660047
CYM_Control_S_2026-04-27_17-00_dragonets00004760_track_manual_162-421_20260826_131729,Ramsey Sound Control,51.09734,-7.655731,-28.78212,61.54326388888889,128.46675347222222,170.8060590277778,7.664955
CYM_Control_S_2026-04-27_17-00_dragonets00004760_track_manual_173-297_20260826_104633,Ramsey Sound Control,59.524345,-22.942276,-25.751717,0.7725694444444444,157.2278298611111,188.26678819444444,12.925305
CYM_Control_S_2026_05-11_08-00_seagooseberry00001015_track_manual_17-97_20260826_132727,Ramsey Sound Control,56.58466,-6.822708,-43.754723,0.6213194444444444,143.88232638888888,211.81934027777777,7.937552
CYM_Control_S_2026_05-11_17-00_spidercrab00003545_track_manual_245-624_20260826_124813,Ramsey Sound Control,56.118298,-9.105431,-40.17415,11.617690972222222,143.6772222222222,204.6301909722222,6.873542
CYM_Control_S_2026_05-11_17-00_spidercrab00003545_track_manual_294-801_20260826_134625,,56.079983,-9.24752,-39.98432,11.572986111111112,143.62901041666666,204.18550347222222,0.524332
CYM_Control_S_2026_05-11_17-00_spidercrab00003545_track_manual_295-1036_20260826_105049,Ramsey Sound Control,56.099865,-9.229118,-40.010483,11.677413194444444,143.67539930555554,204.2859375,13.209586
CYM_Control_S_2026_05-16_14-00_gobies00000735_track_manual_14-69_20260826_135214,Ramsey Sound Control,58.943134,-17.971062,-31.84568,0.9875173611111111,154.06534722222221,197.44022569444445,10.355683
CYM_Control_S_2026_05-16_14-00_gobies00000735_track_manual_8-60_20260826_111320,Ramsey Sound Control,58.956863,-17.976631,-31.848389,0.9890972222222222,154.10598958333333,197.4870486111111,10.329923
CYM_Control_S_2026_05-30_08-00_spidercrab00003420_track_manual_20-275_20260826_135537,Ramsey Sound Control,59.123463,-18.544533,-30.58979,12.34935763888889,154.76135416666668,195.71682291666667,6.43492
CYM_Control_S_2026_05-31_17-00_scorpionfish00006050_track_manual_9-226_20260826_130943,Ramsey Sound Control,59.802383,-22.75064,-25.547173,12.311684027777778,157.91451388888888,188.6934375,5.721822
CYM_Control_S_2026_06-02_11-00_brittlestargoby00004460_track_manual_4-92_20260826_135910,Ramsey Sound Control,59.694508,-28.842033,-17.58554,0.84328125,159.5077951388889,174.4567361111111,8.745157
CYM_Control_S_2026_06-02_17-00_dragonet00005355_track_manual_0-53_20260826_140448,Ramsey Sound Control,59.606277,-21.871323,-27.243195,0.8877777777777778,157.02852430555555,191.0300347222222,9.832632
CYM_Control_S_2026_06-07_08-00_dragonet00003015_track_manual_33-129_20260826_140835,Ramsey Sound Control,58.834194,-19.044754,-30.386543,0.975625,154.05256944444446,194.51151041666665,15.704472
CYM_Control_S_2026_06-12_17-00_bigjelly00008375_track_manual_22-156_20260826_141100,Ramsey Sound Control,47.898624,-31.4142,-2.490715,0.6410416666666666,132.33666666666667,122.6457986111111,11.56931
CYM_Farm_S_2026-04-28_11-00_pollackcrab00008340_track_manual_133-377_20260826_141431,Ramsey Sound Farm,52.700394,-9.789551,-36.75238,10.840868055555555,134.81578125,188.89907986111112,5.250562
CYM_Farm_S_2026-04-29_08-00_pollack00002795_track_manual_22-238_20260826_141803,Ramsey Sound Farm,45.929245,-31.218056,-1.2950516,9.138003472222222,123.34092013888889,111.11475694444445,7.924199
CYM_Farm_S_2026-04-29_17-00_pollack00003975_track_manual_18-373_20260826_142217,Ramsey Sound Farm,37.785988,-13.133354,-21.787086,7.583350694444444,97.58741319444445,124.91569444444444,18.171328
CYM_Farm_S_2026-05-04_14-00_wrasse00003290_track_manual_9-121_20260826_142607,Ramsey Sound Farm,57.395405,-14.032967,-35.729927,0.5469791666666667,148.62133680555556,200.00055555555556,9.030676
CYM_Farm_S_2026-05-09_17-00_wrasse00003850_track_manual_30-230_20260826_142935,Ramsey Sound Farm,57.811203,-17.136177,-32.096252,0.57234375,150.86338541666666,194.84954861111112,8.635762
CYM_Farm_S_2026-05-10_11-00_dragonet00007030_track_manual_130-246_20260826_143215,Ramsey Sound Farm,57.19984,-11.005432,-39.306404,0.6933680555555556,147.06480902777778,205.7931423611111,7.997917
CYM_Farm_S_2026-05-10_17-00_octopus00009640_track_manual_12-105_20260826_143609,Ramsey Sound Farm,58.34608,-26.274742,-20.231598,0.6261284722222222,155.24131944444446,175.61157986111112,7.954878
